consensus_ontology	consensus_annotation	ensembl_gene_id	gene_symbol	number_of_tissues	celltype_total_tissues	percent_tissues	gene_observed_count
CL:0000510	paneth cell	ENSG00000119535	CSF3R	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000109861	CTSC	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000135047	CTSL	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000101160	CTSZ	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000169245	CXCL10	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000161921	CXCL16	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000081041	CXCL2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000163734	CXCL3	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000169429	CXCL8	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000138755	CXCL9	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000121966	CXCR4	1	6	16.67	7
CL:0000510	paneth cell	ENSG00000165168	CYBB	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000197872	CYRIA	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000100055	CYTH4	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000153071	DAB2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000164822	DEFA6	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000140403	DNAJA4	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000163687	DNASE1L3	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000134516	DOCK2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000147443	DOK2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000158050	DUSP2	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000139318	DUSP6	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000105246	EBI3	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000134109	EDEM1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000141543	EIF4A3	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000197620	EOLA1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000185862	EVI2B	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000064655	EYA2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000124491	F13A1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000125898	FAM110A	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000054965	FAM168A	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000158869	FCER1G	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000150337	FCGR1A	1	6	16.67	4
CL:0000510	paneth cell	ENSG00000143226	FCGR2A	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000203747	FCGR3A	1	6	16.67	7
CL:0000510	paneth cell	ENSG00000149781	FERMT3	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000182511	FES	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000146192	FGD2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000127951	FGL2	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000151702	FLI1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000184922	FMNL1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000171051	FPR1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000082074	FYB1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000171766	GATM	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000154451	GBP5	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000168546	GFRA2	1	6	16.67	3
CL:0000510	paneth cell	ENSG00000204136	GGTA1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000102393	GLA	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000196743	GM2A	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000130755	GMFG	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000163938	GNL3	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000113552	GNPDA1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000183484	GPR132	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000077585	GPR137B	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000171659	GPR34	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000140030	GPR65	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000213654	GPSM3	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000135077	HAVCR2	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000182782	HCAR2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000255398	HCAR3	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000101336	HCK	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000180353	HCLS1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000126264	HCST	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000204257	HLA-DMA	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000242574	HLA-DMB	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000231389	HLA-DPA1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000223865	HLA-DPB1	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000196735	HLA-DQA1	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000179344	HLA-DQB1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000204287	HLA-DRA	1	6	16.67	4
CL:0000510	paneth cell	ENSG00000196126	HLA-DRB1	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000100292	HMOX1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000163106	HPGDS	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000173110	HSPA6	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000090339	ICAM1	1	6	16.67	4
CL:0000510	paneth cell	ENSG00000105371	ICAM4	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000216490	IFI30	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000027697	IFNGR1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000140749	IGSF6	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000185811	IKZF1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000136634	IL10	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000115008	IL1A	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000125538	IL1B	1	6	16.67	4
CL:0000510	paneth cell	ENSG00000115590	IL1R2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000136689	IL1RN	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000110944	IL23A	1	6	16.67	3
CL:0000510	paneth cell	ENSG00000104951	IL4I1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000145839	IL9	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000122641	INHBA	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000168918	INPP5D	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000151151	IPMK	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000140968	IRF8	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000185950	IRS2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000169896	ITGAM	1	6	16.67	3
CL:0000510	paneth cell	ENSG00000140678	ITGAX	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000160255	ITGB2	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000227039	ITGB2-AS1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000158764	ITLN2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000152409	JMY	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000100364	KIAA0930	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000130487	KLHDC7B	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000115919	KYNU	1	6	16.67	4
CL:0000510	paneth cell	ENSG00000162511	LAPTM5	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000086730	LAT2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000136167	LCP1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000043462	LCP2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000100600	LGMN	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000104972	LILRB1	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000131042	LILRB2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000186818	LILRB4	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000105609	LILRB5	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000242258	LINC00996	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000107798	LIPA	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000135363	LMO2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000139679	LPAR6	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000153395	LPCAT1	1	6	16.67	3
CL:0000510	paneth cell	ENSG00000130592	LSP1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000204482	LST1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000112799	LY86	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000254087	LYN	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000124466	LYPD3	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000133800	LYVE1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000090382	LYZ	1	6	16.67	5
CL:0000510	paneth cell	ENSG00000178573	MAF	1	6	16.67	4
CL:0000510	paneth cell	ENSG00000204103	MAFB	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000109323	MANBA	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000090674	MCOLN1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000153208	MERTK	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000172878	METAP1D	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000176845	METRNL	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000118855	MFSD1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000100985	MMP9	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000197629	MPEG1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000260314	MRC1	1	6	16.67	4
CL:0000510	paneth cell	ENSG00000110079	MS4A4A	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000110077	MS4A6A	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000166927	MS4A7	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000065911	MTHFD2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000249437	NAIP	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000105835	NAMPT	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000158517	NCF1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000290838	NCF1B	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000116701	NCF2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000100365	NCF4	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000123338	NCKAP1L	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000166507	NDST2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000235568	NFAM1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000146232	NFKBIE	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000131669	NINJ1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000171840	NINJ2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000162711	NLRP3	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000135838	NPL	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000153234	NR4A2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000119508	NR4A3	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000035681	NSMAF	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000083635	NUFIP1	1	6	16.67	1
CL:0000510	paneth cell	NA	ODF3B	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000119900	OGFRL1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000099985	OSM	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000065600	PACC1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000184588	PDE4B	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000197329	PELI1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000170525	PFKFB3	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000142657	PGD	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000155629	PIK3AP1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000188257	PLA2G2A	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000146070	PLA2G7	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000122861	PLAU	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000011422	PLAUR	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000137841	PLCB2	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000197943	PLCG2	1	6	16.67	3
CL:0000510	paneth cell	ENSG00000115956	PLEK	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000147872	PLIN2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000136040	PLXNC1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000108179	PPIF	1	6	16.67	3
CL:0000510	paneth cell	ENSG00000166501	PRKCB	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000164169	PRMT9	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000169403	PTAFR	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000073756	PTGS2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000081237	PTPRC	1	6	16.67	18
CL:0000510	paneth cell	ENSG00000132334	PTPRE	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000128340	RAC2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000181467	RAP2B	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000138670	RASGEF1B	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000266094	RASSF5	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000171700	RGS19	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000129667	RHBDF2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000107036	RIC1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000150977	RILPL2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000104312	RIPK2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000039523	RIPOR1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000169413	RNASE6	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000137393	RNF144B	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000134321	RSAD2	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000102445	RUBCNL	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000020633	RUNX3	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000155307	SAMSN1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000141574	SECTM1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000170364	SETMAR	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000198879	SFMBT2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000118515	SGK1	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000126821	SGPP1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000111252	SH2B3	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000088827	SIGLEC1	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000161640	SIGLEC11	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000155926	SLA	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000026751	SLAMF7	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000158714	SLAMF8	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000110446	SLC15A3	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000115902	SLC1A4	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000089057	SLC23A2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000147454	SLC25A37	1	6	16.67	3
CL:0000510	paneth cell	ENSG00000213699	SLC35F6	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000134955	SLC37A2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000103257	SLC7A5	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000089060	SLC8B1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000181804	SLC9A9	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000137491	SLCO2B1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000172716	SLFN11	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000184602	SNN	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000086300	SNX10	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000167208	SNX20	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000291237	SOD2	1	6	16.67	3
CL:0000510	paneth cell	ENSG00000066336	SPI1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000166211	SPIC	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000138600	SPPL2A	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000122862	SRGN	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000115525	ST3GAL5	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000010327	STAB1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000134602	STK26	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000135604	STX11	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000059377	TBXAS1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000105967	TFEC	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000178726	THBD	1	6	16.67	3
CL:0000510	paneth cell	ENSG00000137462	TLR2	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000136869	TLR4	1	6	16.67	3
CL:0000510	paneth cell	ENSG00000232810	TNF	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000185215	TNFAIP2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000118503	TNFAIP3	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000028137	TNFRSF1B	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000102524	TNFSF13B	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000166340	TPP1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000056558	TRAF1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000158457	TSPAN33	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000011600	TYROBP	1	6	16.67	2
CL:0000510	paneth cell	ENSG00000197355	UAP1L1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000175567	UCP2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000198382	UVRAG	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000141968	VAV1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000075399	VPS9D1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000015285	WAS	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000139668	WDFY2	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000128815	WDFY4	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000115935	WIPF1	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000185947	ZNF267	1	6	16.67	1
CL:0000510	paneth cell	ENSG00000130844	ZNF331	1	6	16.67	1
CL:0005010	renal intercalated cell	ENSG00000151418	ATP6V1G3	1	1	100	2
CL:0005010	renal intercalated cell	ENSG00000168269	FOXI1	1	1	100	2
CL:0005010	renal intercalated cell	ENSG00000147606	SLC26A7	1	1	100	2
CL:0005010	renal intercalated cell	ENSG00000004939	SLC4A1	1	1	100	2
CL:0005009	renal principal cell	ENSG00000167580	AQP2	1	1	100	1
CL:0005009	renal principal cell	ENSG00000165272	AQP3	1	1	100	5
CL:0005009	renal principal cell	ENSG00000150201	FXYD4	1	1	100	2
CL:0005009	renal principal cell	ENSG00000166828	SCNN1G	1	1	100	1
CL:0005009	renal principal cell	ENSG00000214128	TMEM213	1	1	100	1
CL:0002204	brush cell	ENSG00000133083	DCLK1	3	5	60	1
CL:0002204	brush cell	ENSG00000137709	POU2F3	3	5	60	2
CL:0002204	brush cell	ENSG00000183734	ASCL2	2	5	40	3
CL:0002204	brush cell	ENSG00000118308	IRAG2	2	5	40	2
CL:0002204	brush cell	ENSG00000196177	ACADSB	1	5	20	2
CL:0002204	brush cell	ENSG00000068366	ACSL4	1	5	20	2
CL:0002204	brush cell	ENSG00000196839	ADA	1	5	20	2
CL:0002204	brush cell	ENSG00000137845	ADAM10	1	5	20	2
CL:0002204	brush cell	ENSG00000181026	AEN	1	5	20	2
CL:0002204	brush cell	ENSG00000196526	AFAP1	1	5	20	2
CL:0002204	brush cell	ENSG00000101444	AHCY	1	5	20	2
CL:0002204	brush cell	ENSG00000162551	ALPL	1	5	20	2
CL:0002204	brush cell	ENSG00000135046	ANXA1	1	5	20	3
CL:0002204	brush cell	ENSG00000196975	ANXA4	1	5	20	3
CL:0002204	brush cell	ENSG00000139352	ASCL1	1	5	20	2
CL:0002204	brush cell	ENSG00000101974	ATP11C	1	5	20	2
CL:0002204	brush cell	ENSG00000135407	AVIL	1	5	20	1
CL:0002204	brush cell	ENSG00000160862	AZGP1	1	5	20	4
CL:0002204	brush cell	ENSG00000107443	CCNJ	1	5	20	2
CL:0002204	brush cell	NA	COLCA2	1	5	20	2
CL:0002204	brush cell	ENSG00000109472	CPE	1	5	20	3
CL:0002204	brush cell	ENSG00000103316	CRYM	1	5	20	2
CL:0002204	brush cell	ENSG00000066084	DIP2B	1	5	20	2
CL:0002204	brush cell	NA	EPB41L4A-AS1	1	5	20	2
CL:0002204	brush cell	ENSG00000138439	FAM117B	1	5	20	2
CL:0002204	brush cell	ENSG00000112787	FBRSL1	1	5	20	2
CL:0002204	brush cell	ENSG00000113578	FGF1	1	5	20	2
CL:0002204	brush cell	ENSG00000157827	FMNL2	1	5	20	2
CL:0002204	brush cell	ENSG00000141568	FOXK2	1	5	20	2
CL:0002204	brush cell	ENSG00000181274	FRAT2	1	5	20	2
CL:0002204	brush cell	ENSG00000214415	GNAT3	1	5	20	1
CL:0002204	brush cell	ENSG00000089351	GRAMD1A	1	5	20	2
CL:0002204	brush cell	ENSG00000111713	GYS2	1	5	20	2
CL:0002204	brush cell	ENSG00000196591	HDAC2	1	5	20	2
CL:0002204	brush cell	ENSG00000144485	HES6	1	5	20	2
CL:0002204	brush cell	ENSG00000051128	HOMER3	1	5	20	2
CL:0002204	brush cell	ENSG00000233429	HOTAIRM1	1	5	20	2
CL:0002204	brush cell	ENSG00000105991	HOXA1	1	5	20	2
CL:0002204	brush cell	ENSG00000144381	HSPD1	1	5	20	2
CL:0002204	brush cell	ENSG00000115738	ID2	1	5	20	4
CL:0002204	brush cell	ENSG00000125538	IL1B	1	5	20	4
CL:0002204	brush cell	ENSG00000110944	IL23A	1	5	20	3
CL:0002204	brush cell	ENSG00000204084	INPP5B	1	5	20	3
CL:0002204	brush cell	ENSG00000143603	KCNN3	1	5	20	2
CL:0002204	brush cell	ENSG00000132510	KDM6B	1	5	20	2
CL:0002204	brush cell	ENSG00000115919	KYNU	1	5	20	4
CL:0002204	brush cell	ENSG00000106003	LFNG	1	5	20	2
CL:0002204	brush cell	ENSG00000185022	MAFF	1	5	20	2
CL:0002204	brush cell	ENSG00000225783	MIAT	1	5	20	2
CL:0002204	brush cell	ENSG00000213190	MLLT11	1	5	20	3
CL:0002204	brush cell	ENSG00000136997	MYC	1	5	20	4
CL:0002204	brush cell	ENSG00000134369	NAV1	1	5	20	2
CL:0002204	brush cell	ENSG00000058804	NDC1	1	5	20	2
CL:0002204	brush cell	ENSG00000072736	NFATC3	1	5	20	2
CL:0002204	brush cell	ENSG00000155438	NIFK	1	5	20	2
CL:0002204	brush cell	ENSG00000132603	NIP7	1	5	20	3
CL:0002204	brush cell	ENSG00000167034	NKX3-1	1	5	20	2
CL:0002204	brush cell	ENSG00000147140	NONO	1	5	20	2
CL:0002204	brush cell	ENSG00000007171	NOS2	1	5	20	3
CL:0002204	brush cell	ENSG00000134986	NREP	1	5	20	2
CL:0002204	brush cell	ENSG00000115758	ODC1	1	5	20	2
CL:0002204	brush cell	ENSG00000241360	PDXP	1	5	20	2
CL:0002204	brush cell	ENSG00000173457	PPP1R14B	1	5	20	2
CL:0002204	brush cell	ENSG00000057657	PRDM1	1	5	20	3
CL:0002204	brush cell	ENSG00000136237	RAPGEF5	1	5	20	2
CL:0002204	brush cell	ENSG00000169435	RASSF6	1	5	20	2
CL:0002204	brush cell	ENSG00000089902	RCOR1	1	5	20	2
CL:0002204	brush cell	ENSG00000092871	RFFL	1	5	20	2
CL:0002204	brush cell	ENSG00000127074	RGS13	1	5	20	1
CL:0002204	brush cell	ENSG00000165188	RNF183	1	5	20	2
CL:0002204	brush cell	ENSG00000100220	RTCB	1	5	20	2
CL:0002204	brush cell	ENSG00000130147	SH3BP4	1	5	20	2
CL:0002204	brush cell	ENSG00000005020	SKAP2	1	5	20	3
CL:0002204	brush cell	ENSG00000155380	SLC16A1	1	5	20	2
CL:0002204	brush cell	ENSG00000255717	SNHG1	1	5	20	2
CL:0002204	brush cell	ENSG00000137642	SORL1	1	5	20	2
CL:0002204	brush cell	ENSG00000124766	SOX4	1	5	20	2
CL:0002204	brush cell	ENSG00000196542	SPTSSB	1	5	20	2
CL:0002204	brush cell	ENSG00000226479	TMEM185B	1	5	20	2
CL:0002204	brush cell	ENSG00000173726	TOMM20	1	5	20	2
CL:0002204	brush cell	ENSG00000070985	TRPM5	1	5	20	1
CL:0002204	brush cell	ENSG00000211460	TSN	1	5	20	2
CL:0002204	brush cell	ENSG00000137285	TUBB2B	1	5	20	2
CL:0002204	brush cell	ENSG00000258947	TUBB3	1	5	20	2
CL:0002204	brush cell	ENSG00000124571	XPO5	1	5	20	2
CL:0002204	brush cell	ENSG00000065978	YBX1	1	5	20	2
CL:0000182	hepatocyte	ENSG00000081051	AFP	4	6	66.67	1
CL:0000182	hepatocyte	ENSG00000163631	ALB	4	6	66.67	3
CL:0000182	hepatocyte	ENSG00000118271	TTR	3	6	50	2
CL:0000182	hepatocyte	ENSG00000160868	CYP3A4	2	6	33.33	1
CL:0000182	hepatocyte	ENSG00000171564	FGB	2	6	33.33	1
CL:0000182	hepatocyte	ENSG00000101076	HNF4A	2	6	33.33	1
CL:0000182	hepatocyte	ENSG00000175899	A2M	1	6	16.67	1
CL:0000182	hepatocyte	ENSG00000023839	ABCC2	1	6	16.67	1
CL:0000182	hepatocyte	ENSG00000158874	APOA2	1	6	16.67	1
CL:0000182	hepatocyte	ENSG00000110245	APOC3	1	6	16.67	1
CL:0000182	hepatocyte	ENSG00000130203	APOE	1	6	16.67	6
CL:0000182	hepatocyte	ENSG00000118520	ARG1	1	6	16.67	1
CL:0000182	hepatocyte	ENSG00000141505	ASGR1	1	6	16.67	1
CL:0000182	hepatocyte	ENSG00000245848	CEBPA	1	6	16.67	3
CL:0000182	hepatocyte	ENSG00000021826	CPS1	1	6	16.67	1
CL:0000182	hepatocyte	ENSG00000138109	CYP2C9	1	6	16.67	1
CL:0000182	hepatocyte	ENSG00000140279	DUOX2	1	6	16.67	2
CL:0000182	hepatocyte	ENSG00000129514	FOXA1	1	6	16.67	2
CL:0000182	hepatocyte	ENSG00000266964	FXYD1	1	6	16.67	2
CL:0000182	hepatocyte	ENSG00000136574	GATA4	1	6	16.67	2
CL:0000182	hepatocyte	ENSG00000141448	GATA6	1	6	16.67	3
CL:0000182	hepatocyte	ENSG00000169562	GJB1	1	6	16.67	1
CL:0000182	hepatocyte	ENSG00000147257	GPC3	1	6	16.67	1
